perfumeId,name,genres
103,name94,Mystery|Sci-Fi|Thriller
104,name95,Comedy
105,name96,Drama|Romance
107,name97,Adventure|Children|Comedy|Musical
108,name98,Documentary
110,name99,Action|Drama|War
111,name100,Crime|Drama|Thriller
112,name101,Action|Adventure|Comedy|Crime
113,name102,Drama|Mystery
114,name103,Drama
115,name104,Comedy
116,name105,Documentary
117,name106,Crime|Drama
118,name107,Comedy|Romance
121,name108,Drama
122,name109,Comedy|Romance
123,name110,Drama|Mystery|Romance
124,name111,Drama
125,name112,Comedy
126,name113,Adventure|Children|Fantasy
129,name114,Comedy|Romance
131,name115,Drama|Romance
132,name116,Thriller
135,name117,Comedy
137,name118,Documentary
138,name119,Drama
140,name120,Drama|Romance
141,name121,Comedy
144,name122,Comedy
145,name123,Action|Comedy|Crime|Drama|Thriller
146,name124,Adventure|Children
147,name125,Drama
149,name126,Crime|Drama|Thriller
150,name127,Adventure|Drama|IMAX
151,name128,Action|Drama|Romance|War
152,name129,Drama|Horror
153,name130,Action|Adventure|Comedy|Crime
154,name131,Drama
155,name132,Adventure|Drama|War
156,name133,Comedy|Drama
157,name134,Comedy|War
158,name135,Adventure|Children
159,name136,Crime|Drama|Mystery
160,name137,Action|Adventure|Mystery|Sci-Fi
161,name138,Drama|Thriller|War
162,name139,Documentary
163,name140,Action|Romance|Western
164,name141,Crime|Film-Noir|Mystery|Thriller
165,name142,Action|Crime|Thriller
166,name143,Comedy|Crime|Drama
168,name144,Action|Drama|Romance
169,name145,Adventure|Children|Drama
170,name146,Action|Adventure|Crime|Thriller
171,name147,Comedy|Drama
172,name148,Action|Sci-Fi|Thriller
173,name149,Action|Crime|Sci-Fi
174,name150,Comedy
175,name151,Drama
176,name152,Comedy
177,name153,Horror
178,name154,Comedy|Drama
179,name155,Drama|Romance
180,name156,Comedy|Romance
181,name157,Action|Children
182,name158,Drama|Romance
183,name159,Comedy|Horror|Thriller
184,name160,Drama
185,name161,Action|Crime|Thriller
186,name162,Comedy|Romance
187,name163,Comedy
188,name164,Fantasy|Horror|Mystery
190,name165,Thriller
191,name166,Drama|Romance
193,name167,Drama
194,name168,Comedy|Drama
195,name169,Comedy|Drama|Romance
196,name170,Horror|Sci-Fi
198,name171,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
199,name172,Drama|Musical|Romance
200,name173,Thriller
201,name174,Drama|Fantasy
202,name175,Drama|Romance
203,name176,Comedy
204,name177,Action
205,name178,Comedy|Drama
206,name179,Documentary
207,name180,Drama|Romance
208,name181,Action|Adventure|Sci-Fi
209,name182,Drama
210,name183,Western
211,name184,Drama
212,name185,Adventure|Comedy|Crime|Mystery
213,name186,Drama
214,name187,Drama|War
215,name188,Drama|Romance
216,name189,Comedy
217,name190,Drama|Thriller
218,name191,Comedy|Drama
219,name192,Drama
220,name193,Horror
222,name194,Drama|Romance
223,name195,Comedy
224,name196,Comedy|Drama|Romance
225,name197,Drama|Thriller
226,name198,Thriller
227,name199,Action|Thriller
228,name200,Comedy
229,name201,Drama|Thriller
230,name202,Drama|Thriller
231,name203,Adventure|Comedy
232,name204,Comedy|Drama|Romance
233,name205,Drama
234,name206,Comedy
235,name207,Comedy|Drama
236,name208,Action|Comedy|Romance
237,name209,Comedy|Romance
238,name210,Adventure|Children
239,name211,Animation|Children|Comedy|Romance
240,name212,Thriller
241,name213,Children|Drama
242,name214,Drama|Musical
243,name215,Children|Comedy|Fantasy
245,name216,Crime|Drama
246,name217,Documentary
247,name218,Crime|Drama
248,name219,Comedy
249,name220,Drama|Romance
250,name221,Children|Comedy
251,name222,Action
252,name223,Comedy|Romance
253,name224,Drama|Horror
254,name225,Drama
255,name226,Comedy
256,name227,Comedy|Sci-Fi
257,name228,Mystery|Thriller
258,name229,Adventure|Children|Comedy|Fantasy|Romance
259,name230,Crime|Drama|Thriller
260,name231,Action|Adventure|Sci-Fi
261,name232,Drama
262,name233,Children|Drama
263,name234,Drama
265,name235,Drama|Fantasy|Romance
266,name236,Drama|Romance|War|Western
267,name237,Comedy
268,name238,Crime|Drama
269,name239,Drama
270,name240,Drama|Romance
271,name241,Drama
272,name242,Comedy|Drama
273,name243,Drama|Horror|Sci-Fi
274,name244,Comedy
275,name245,Comedy
276,name246,Comedy|Romance
277,name247,Drama
278,name248,Comedy
279,name249,Drama
280,name250,Drama|Thriller
281,name251,Comedy|Drama|Romance
282,name252,Drama
283,name253,Crime|Drama
288,name254,Action|Crime|Thriller
289,name255,Comedy|Romance
290,name256,Crime|Drama
291,name257,Drama|Thriller
292,name258,Action|Drama|Sci-Fi|Thriller
293,name259,Action|Crime|Drama|Thriller
294,name260,Comedy|Romance
296,name261,Comedy|Crime|Drama|Thriller
298,name262,Drama
299,name263,Drama
300,name264,Drama
301,name265,Drama|Romance
302,name266,Drama|Romance
303,name267,Action|Thriller|Western
304,name268,Comedy|Drama
305,name269,Comedy
306,name270,Drama
307,name271,Drama
308,name272,Comedy|Drama
309,name273,Drama
312,name274,Comedy
313,name275,Animation|Children
314,name276,Children|Drama|Fantasy|Mystery
315,name277,Action|Drama|Thriller
316,name278,Action|Adventure|Sci-Fi
317,name279,Comedy|Drama|Fantasy
318,name280,Crime|Drama
319,name281,Comedy|Drama|Thriller
320,name282,Film-Noir|Thriller
321,name283,Drama
322,name284,Comedy|Drama
324,name285,Comedy|Drama
325,name286,Comedy
326,name287,Drama
327,name288,Action|Comedy|Sci-Fi
328,name289,Horror|Thriller
329,name290,Adventure|Drama|Sci-Fi
330,name291,Action|Crime|Horror
331,name292,Drama
332,name293,Horror|Sci-Fi
333,name294,Comedy
334,name295,Drama
335,name296,Mystery|Thriller
336,name297,Drama|War
337,name298,Drama
338,name299,Action|Sci-Fi|Thriller
339,name300,Comedy|Romance
340,name301,Adventure|Drama|War
341,name302,Drama
342,name303,Comedy
343,name304,Children
344,name305,Comedy
345,name306,Comedy|Drama
346,name307,Drama|Musical
347,name308,Drama|Film-Noir|Romance
348,name309,Comedy
349,name310,Action|Crime|Drama|Thriller
350,name311,Drama|Mystery|Thriller
351,name312,Comedy|Drama|Romance
352,name313,Comedy|Drama
353,name314,Action|Crime|Fantasy|Thriller
354,name315,Drama
355,name316,Children|Comedy|Fantasy
356,name317,Comedy|Drama|Romance|War
357,name318,Comedy|Romance
358,name319,Drama
360,name320,Action|Comedy
361,name321,Comedy|Drama|Romance
362,name322,Adventure|Children|Romance
363,name323,Documentary
364,name324,Adventure|Animation|Children|Drama|Musical|IMAX
365,name325,Drama
366,name326,Drama|Horror|Mystery|Thriller
367,name327,Action|Comedy|Crime|Fantasy
368,name328,Adventure|Comedy|Western
369,name329,Drama
370,name330,Action|Comedy
371,name331,Comedy|Drama
372,name332,Comedy|Drama|Romance
373,name333,Thriller
374,name334,Children|Comedy
375,name335,Drama
376,name336,Action|Thriller
377,name337,Action|Romance|Thriller
378,name338,Comedy|Romance
379,name339,Action|Sci-Fi|Thriller
380,name340,Action|Adventure|Comedy|Romance|Thriller
381,name341,Drama|Romance
382,name342,Drama|Horror|Romance|Thriller
383,name343,Western
384,name344,Action|Crime|Drama
385,name345,Drama
386,name346,Drama
387,name347,Action|Comedy
388,name348,Drama
389,name349,Drama|Romance|War
390,name350,Action|Crime|Drama
391,name351,Crime|Drama
392,name352,Adventure|Animation
393,name353,Action|Adventure|Fantasy
396,name354,Drama
404,name355,Documentary
405,name356,Action|Fantasy
407,name357,Horror|Thriller
408,name358,Drama
409,name359,Crime|Drama
410,name360,Children|Comedy|Fantasy
412,name361,Drama
413,name362,Comedy
414,name363,Comedy
415,name364,Comedy|Thriller
416,name365,Western
417,name366,Comedy|Romance
418,name367,Drama
419,name368,Comedy
420,name369,Action|Comedy|Crime|Thriller
421,name370,Adventure|Children|Drama
422,name371,Thriller
423,name372,Action|Thriller
424,name373,Drama
425,name374,Drama|Romance
426,name375,Horror|Sci-Fi|Thriller
427,name376,Drama|Mystery|Romance|Thriller
428,name377,Drama
429,name378,Comedy
430,name379,Comedy|Drama
431,name380,Crime|Drama
432,name381,Adventure|Comedy|Western
433,name382,Comedy
434,name383,Action|Adventure|Thriller
435,name384,Comedy|Sci-Fi
436,name385,Drama|Thriller
437,name386,Comedy
438,name387,Action|Comedy|Drama
439,name388,Drama
440,name389,Comedy|Romance
441,name390,Comedy
442,name391,Action|Adventure|Sci-Fi
443,name392,Adventure|Documentary
444,name393,Comedy|Romance
445,name394,Comedy
446,name395,Drama|Romance
447,name396,Comedy|Romance
448,name397,Drama
449,name398,Comedy
450,name399,Comedy|Drama
451,name400,Drama|Mystery|Romance
452,name401,Drama
453,name402,Comedy|Romance
454,name403,Drama|Thriller
455,name404,Adventure|Children|Drama
456,name405,Crime|Drama|Thriller
457,name406,Thriller
458,name407,Drama|Western
459,name408,Action|Adventure|Crime|Drama|Romance|Thriller
460,name409,Comedy
461,name410,Drama|Romance
463,name411,Crime|Drama|Thriller
464,name412,Action|Adventure|Crime|Thriller
465,name413,Action|Drama|War
466,name414,Action|Comedy|War
467,name415,Comedy
468,name416,Comedy|Romance
469,name417,Drama|Romance
470,name418,Comedy
471,name419,Comedy
472,name420,Comedy|Drama
473,name421,Comedy|War
474,name422,Action|Thriller
475,name423,Drama
476,name424,Comedy|Drama
477,name425,Drama|Musical
479,name426,Action|Crime|Thriller
480,name427,Action|Adventure|Sci-Fi|Thriller
481,name428,Drama|Thriller
482,name429,Crime|Drama|Thriller
483,name430,Drama
485,name431,Action|Adventure|Comedy|Fantasy
486,name432,Comedy
487,name433,Comedy|Western
488,name434,Drama|Romance
489,name435,Comedy
490,name436,Thriller
491,name437,Drama
492,name438,Comedy|Mystery
493,name439,Action|Crime|Drama
494,name440,Action|Adventure|Thriller
495,name441,Drama
496,name442,Comedy|Drama|Romance|Thriller
497,name443,Comedy|Romance
498,name444,Drama|Romance
499,name445,Comedy|Romance
500,name446,Comedy|Drama
501,name447,Drama
502,name448,Action|Children|Romance
504,name449,Action|Drama|Sci-Fi
505,name450,Comedy
506,name451,Drama|Fantasy|Romance
507,name452,Crime|Drama|Thriller
508,name453,Drama
509,name454,Drama|Romance
510,name455,Drama
511,name456,Action|Drama
512,name457,Horror|Sci-Fi
513,name458,Comedy|Mystery|Romance
514,name459,Comedy
515,name460,Drama|Romance
516,name461,Comedy|Drama
517,name462,Action|Drama|Mystery
518,name463,Comedy
519,name464,Action|Crime|Drama|Sci-Fi|Thriller
520,name465,Comedy
521,name466,Crime|Thriller
522,name467,Action|Drama
523,name468,Drama
524,name469,Drama
525,name470,Drama
526,name471,Drama
527,name472,Drama|War
528,name473,Comedy|Drama
529,name474,Drama
531,name475,Children|Drama
532,name476,Comedy|Crime|Horror
533,name477,Action|Adventure|Fantasy|Mystery
534,name478,Drama|Romance
535,name479,Drama
536,name480,Drama
537,name481,Drama
538,name482,Drama
539,name483,Comedy|Drama|Romance
540,name484,Thriller
541,name485,Action|Sci-Fi|Thriller
542,name486,Comedy|Drama|Romance
543,name487,Comedy|Romance|Thriller
544,name488,Action|Crime
545,name489,Drama
546,name490,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
547,name491,Action|Adventure|Thriller
548,name492,Action|Mystery|Thriller
549,name493,Drama|Musical
550,name494,Comedy|Romance
551,name495,Animation|Children|Fantasy|Musical
552,name496,Action|Adventure|Comedy|Romance
553,name497,Action|Drama|Western
554,name498,Crime|Drama|Thriller
555,name499,Crime|Thriller
556,name500,Documentary
558,name501,Action|Adventure|Animation|Children|Fantasy
560,name502,Drama
562,name503,Comedy|Drama
563,name504,Drama|Romance
565,name505,Drama|Horror
566,name506,Comedy|Romance
567,name507,Comedy|Drama
568,name508,Comedy|Drama
569,name509,Comedy|Drama
570,name510,Comedy|Drama
571,name511,Drama|Romance
573,name512,Drama
574,name513,Comedy|Drama
575,name514,Children|Comedy
577,name515,Adventure|Children|Drama
580,name516,Drama
581,name517,Documentary
583,name518,Comedy|Drama
585,name519,Comedy
586,name520,Children|Comedy
587,name521,Comedy|Drama|Fantasy|Romance|Thriller
588,name522,Adventure|Animation|Children|Comedy|Musical
589,name523,Action|Sci-Fi
590,name524,Adventure|Drama|Western
592,name525,Action|Crime|Thriller
593,name526,Crime|Horror|Thriller
594,name527,Animation|Children|Drama|Fantasy|Musical
595,name528,Animation|Children|Fantasy|Musical|Romance|IMAX
596,name529,Animation|Children|Fantasy|Musical
597,name530,Comedy|Romance
599,name531,Adventure|Western
600,name532,Action|Comedy|Crime
601,name533,Drama
602,name534,Documentary
603,name535,Comedy
605,name536,Drama|Romance
606,name537,Fantasy|Horror
608,name538,Comedy|Crime|Drama|Thriller
609,name539,Adventure|Children
610,name540,Action|Adventure|Animation|Horror|Sci-Fi
611,name541,Action|Horror|Sci-Fi
612,name542,Comedy
613,name543,Drama|Romance
614,name544,Drama|Thriller
615,name545,Comedy|Drama
616,name546,Animation|Children
617,name547,Comedy|Drama
618,name548,Comedy|Romance
619,name549,Comedy
621,name550,Drama
626,name551,Comedy
627,name552,Drama|Thriller
628,name553,Crime|Drama|Mystery|Thriller
630,name554,Drama|Romance
631,name555,Adventure|Animation|Children|Fantasy|Musical|Romance
632,name556,Drama|War
633,name557,Comedy
634,name558,Comedy
635,name559,Comedy|Drama
637,name560,Comedy
638,name561,Romance
639,name562,Comedy|Drama
640,name563,Drama|Thriller
647,name564,Action|Crime|Drama|War
648,name565,Action|Adventure|Mystery|Thriller
649,name566,Comedy|Drama
650,name567,Drama
653,name568,Action|Adventure|Fantasy
656,name569,Comedy
659,name570,Crime|Drama|Thriller
660,name571,Drama
661,name572,Adventure|Animation|Children|Fantasy|Musical
662,name573,Thriller
663,name574,Comedy
664,name575,Comedy
665,name576,Comedy|Drama|War
667,name577,Action
668,name578,Drama
670,name579,Drama
671,name580,Comedy|Sci-Fi
673,name581,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
674,name582,Adventure|Comedy|Sci-Fi
678,name583,Drama|Thriller
679,name584,Drama
680,name585,Drama|Mystery|Romance|Sci-Fi|Thriller
681,name586,Crime
685,name587,Drama
688,name588,Action|Adventure|Comedy|War
690,name589,Drama|Romance
691,name590,Comedy|Romance
692,name591,Action|Sci-Fi|Thriller
694,name592,Action|Crime|Drama
695,name593,Mystery|Thriller
697,name594,Drama|Romance
700,name595,Comedy
702,name596,Drama
703,name597,Drama
704,name598,Action|Adventure
705,name599,Comedy
706,name600,Drama
707,name601,Crime|Drama|Thriller
708,name602,Comedy|Romance
709,name603,Adventure|Animation|Children|Comedy|Musical
710,name604,Comedy
711,name605,Adventure|Children
712,name606,Crime|Drama|Romance|Thriller
714,name607,Drama|Mystery|Western
715,name608,Drama|Romance
716,name609,Crime
718,name610,Comedy|Fantasy|Sci-Fi
719,name611,Comedy
720,name612,Adventure|Animation|Comedy
722,name613,Documentary
724,name614,Drama|Fantasy|Horror|Thriller
725,name615,Comedy
726,name616,Drama
728,name617,Comedy
731,name618,Crime|Thriller
732,name619,Crime
733,name620,Action|Adventure|Thriller
735,name621,Horror
736,name622,Action|Adventure|Romance|Thriller
737,name623,Action|Sci-Fi
741,name624,Animation|Sci-Fi
742,name625,Horror|Thriller
743,name626,Comedy
745,name627,Animation|Children|Comedy
746,name628,Film-Noir
747,name629,Comedy
748,name630,Action|Sci-Fi|Thriller
750,name631,Comedy|War
753,name632,Comedy|Drama|Romance
754,name633,Adventure|Children
755,name634,Children|Drama
757,name635,Drama
759,name636,Documentary
760,name637,Drama|War
761,name638,Action|Adventure
762,name639,Comedy|Crime
764,name640,Drama|Romance
765,name641,Comedy|Drama
766,name642,Drama
767,name643,Comedy|Drama
769,name644,Documentary
778,name645,Comedy|Crime|Drama
779,name646,Drama|Romance
780,name647,Action|Adventure|Sci-Fi|Thriller
781,name648,Drama
782,name649,Drama|Thriller
783,name650,Animation|Children|Drama|Musical|Romance
784,name651,Comedy|Thriller
785,name652,Comedy
786,name653,Action|Drama|Thriller
788,name654,Comedy|Fantasy|Romance|Sci-Fi
798,name655,Action|Adventure|Drama|Thriller
799,name656,Comedy|Horror|Thriller
800,name657,Drama|Mystery|Western
801,name658,Children|Comedy
802,name659,Drama|Romance
803,name660,Comedy|Drama|Romance
804,name661,Comedy|Romance
805,name662,Drama|Thriller
806,name663,Crime|Drama
807,name664,Comedy|Romance
808,name665,Adventure|Children
809,name666,Action|Adventure
810,name667,Children|Comedy|Fantasy
813,name668,Comedy
818,name669,Comedy
823,name670,Drama
824,name671,Drama|Mystery
827,name672,Drama
828,name673,Adventure|Children
829,name674,Comedy|Fantasy|Musical
830,name675,Comedy
831,name676,Drama
832,name677,Crime|Thriller
833,name678,Comedy
834,name679,Comedy
835,name680,Drama
836,name681,Action|Adventure|Thriller
837,name682,Children|Comedy|Fantasy
838,name683,Comedy|Drama|Romance
839,name684,Action|Thriller
840,name685,Children|Comedy
841,name686,Horror
842,name687,Comedy|Horror
844,name688,Drama
846,name689,Drama
848,name690,Drama
849,name691,Action|Adventure|Sci-Fi|Thriller
850,name692,Crime|Drama
851,name693,Drama
852,name694,Comedy|Drama|Romance
854,name695,Drama
858,name696,Crime|Drama
861,name697,Action|Comedy|Crime|Thriller
862,name698,Drama
865,name699,Drama
866,name700,Crime|Drama|Romance|Thriller
867,name701,Comedy|Crime
868,name702,Comedy
869,name703,Crime|Drama|Musical|Thriller
870,name704,Comedy
875,name705,Action|Crime|Drama
876,name706,Action|Comedy|Crime|Thriller
879,name707,Horror|Thriller
880,name708,Sci-Fi|Thriller
881,name709,Children|Comedy
882,name710,Drama|Thriller
885,name711,Children|Drama|Fantasy
886,name712,Action|Comedy|Crime
888,name713,Adventure|Animation|Children|Musical
890,name714,Thriller
891,name715,Horror|Thriller
892,name716,Comedy|Drama|Romance
893,name717,Drama
896,name718,Drama
897,name719,Adventure|Drama|Romance|War
898,name720,Comedy|Drama|Romance
899,name721,Comedy|Musical|Romance
900,name722,Musical|Romance
901,name723,Comedy|Musical
902,name724,Drama|Romance
903,name725,Drama|Mystery|Romance|Thriller
904,name726,Mystery|Thriller
905,name727,Comedy|Romance
906,name728,Drama|Thriller
907,name729,Comedy|Musical|Romance
908,name730,Action|Adventure|Mystery|Romance|Thriller
909,name731,Comedy|Drama|Romance
910,name732,Comedy|Crime
911,name733,Comedy|Crime|Mystery|Romance|Thriller
912,name734,Drama|Romance
913,name735,Film-Noir|Mystery
914,name736,Comedy|Drama|Musical|Romance
915,name737,Comedy|Romance
916,name738,Comedy|Drama|Romance
917,name739,Children|Drama
918,name740,Musical
919,name741,Adventure|Children|Fantasy|Musical
920,name742,Drama|Romance|War
921,name743,Comedy
922,name744,Drama|Film-Noir|Romance
923,name745,Drama|Mystery
924,name746,Adventure|Drama|Sci-Fi
926,name747,Drama
927,name748,Comedy
928,name749,Drama|Mystery|Romance|Thriller
929,name750,Drama|Film-Noir|Mystery|Thriller
930,name751,Film-Noir|Romance|Thriller
931,name752,Mystery|Romance|Thriller
932,name753,Drama|Romance
933,name754,Crime|Mystery|Romance|Thriller
934,name755,Comedy
935,name756,Comedy|Musical
936,name757,Comedy|Romance
937,name758,Comedy|Romance
938,name759,Musical
939,name760,Comedy|Drama
940,name761,Action|Adventure|Romance
941,name762,Adventure
942,name763,Crime|Film-Noir|Mystery
943,name764,Drama|Fantasy|Romance
944,name765,Drama
945,name766,Comedy|Musical|Romance
946,name767,Comedy|Drama|War
947,name768,Comedy|Romance
948,name769,Drama|Romance|Western
949,name770,Drama
950,name771,Comedy|Crime
951,name772,Comedy|Romance
952,name773,Adventure|Comedy
953,name774,Drama|Fantasy|Romance
954,name775,Drama
955,name776,Comedy|Romance
956,name777,Drama|Romance
957,name778,Drama
958,name779,Comedy|Mystery
959,name780,Drama
960,name781,Crime|Drama
961,name782,Drama
963,name783,Musical
964,name784,Romance|Western
965,name785,Drama|Mystery|Thriller
966,name786,War
967,name787,Western
968,name788,Horror|Sci-Fi|Thriller
969,name789,Adventure|Comedy|Romance|War
970,name790,Adventure|Comedy|Crime|Drama|Romance
971,name791,Drama
972,name792,Drama
973,name793,Comedy|Drama
974,name794,Drama|Romance
976,name795,Romance|War
979,name796,Drama|War
980,name797,Action
981,name798,Drama
982,name799,Drama
986,name800,Adventure|Children
987,name801,Drama|Romance
988,name802,Comedy|Drama
990,name803,Action|Adventure|Thriller
991,name804,Drama
993,name805,Drama
994,name806,Comedy|Drama
996,name807,Action|Crime|Drama|Thriller
997,name808,Drama|Thriller
998,name809,Action|Crime
999,name810,Crime|Film-Noir
1000,name811,Crime
1003,name812,Drama|Thriller
1004,name813,Action|Thriller
1005,name814,Children|Comedy
1006,name815,Drama
1007,name816,Children|Comedy|Western
1008,name817,Adventure|Western
1009,name818,Adventure|Children|Fantasy
1010,name819,Children|Comedy
1011,name820,Adventure|Children|Comedy
1012,name821,Children|Drama
1013,name822,Children|Comedy|Romance
1014,name823,Children|Comedy|Drama
1015,name824,Adventure|Children|Drama
1016,name825,Children|Comedy
1017,name826,Adventure|Children
1018,name827,Children|Comedy|Mystery
1019,name828,Adventure|Drama|Sci-Fi
1020,name829,Comedy
1021,name830,Children|Comedy
1022,name831,Animation|Children|Fantasy|Musical|Romance
1023,name832,Animation|Children|Musical
1024,name833,Animation|Children|Musical
1025,name834,Animation|Children|Fantasy|Musical
1027,name835,Adventure|Drama
1028,name836,Children|Comedy|Fantasy|Musical
1029,name837,Animation|Children|Drama|Musical
1030,name838,Adventure|Animation|Children|Musical
1031,name839,Adventure|Children|Musical
1032,name840,Adventure|Animation|Children|Fantasy|Musical
1033,name841,Animation|Children|Drama
1034,name842,Comedy|Crime|Drama|Thriller
1035,name843,Musical|Romance
1036,name844,Action|Crime|Thriller
1037,name845,Action|Horror|Sci-Fi|Thriller
1038,name846,Drama
1040,name847,Drama
1041,name848,Drama
1042,name849,Comedy|Drama
1043,name850,Drama|Romance
1044,name851,Drama
1046,name852,Drama|Romance
1047,name853,Action|Drama|Thriller
1049,name854,Action|Adventure
1050,name855,Documentary|Drama
1051,name856,Drama
1053,name857,Crime|Drama|Romance
1054,name858,Drama
1056,name859,Drama
1057,name860,Comedy|Musical|Romance
1058,name861,Drama
1059,name862,Drama|Romance
1060,name863,Comedy|Drama
1061,name864,Thriller
1063,name865,Drama
1064,name866,Animation|Children|Comedy|Fantasy|Musical|Romance
1066,name867,Comedy|Musical|Romance
1067,name868,Comedy|Musical|Romance
1068,name869,Crime|Film-Noir
1069,name870,Crime|Film-Noir|Thriller
1070,name871,Adventure
1071,name872,Romance|War
1073,name873,Children|Comedy|Fantasy|Musical
1076,name874,Drama|Horror|Thriller
1077,name875,Comedy|Sci-Fi
1078,name876,Comedy|War
1079,name877,Comedy|Crime
1080,name878,Comedy
1081,name879,Comedy|Musical|Romance
1082,name880,Drama
1083,name881,Comedy|Musical
1084,name882,Crime|Drama
1085,name883,Adventure|Drama
1086,name884,Crime|Mystery|Thriller
1087,name885,Musical
1088,name886,Drama|Musical|Romance
1089,name887,Crime|Mystery|Thriller
1090,name888,Drama|War
1091,name889,Comedy
1092,name890,Crime|Mystery|Thriller
1093,name891,Drama
1094,name892,Drama|Romance|Thriller
1095,name893,Drama
1096,name894,Drama
1097,name895,Children|Drama|Sci-Fi
1099,name896,Children|Drama|Fantasy
1100,name897,Action|Drama|Romance
1101,name898,Action|Romance
1103,name899,Drama
1104,name900,Drama
1105,name901,Horror
1111,name902,Documentary
1112,name903,Action|Comedy|Drama
1113,name904,Comedy
1114,name905,Crime|Drama
1116,name906,Drama
1117,name907,Drama
1119,name908,Drama
1120,name909,Comedy|Drama
1121,name910,Drama
1123,name911,Documentary
1124,name912,Drama
1125,name913,Comedy|Crime
1126,name914,Comedy|Fantasy
1127,name915,Action|Adventure|Sci-Fi|Thriller
1128,name916,Horror
1129,name917,Action|Adventure|Sci-Fi|Thriller
1130,name918,Horror|Mystery
1131,name919,Drama|Mystery
1132,name920,Drama
1133,name921,Comedy|Drama
1135,name922,Comedy
1136,name923,Adventure|Comedy|Fantasy
1145,name924,Documentary
1147,name925,Documentary
1148,name926,Animation|Children|Comedy|Crime
1150,name927,Drama
1152,name928,Crime|Film-Noir|Thriller
1153,name929,Film-Noir
1154,name930,Film-Noir
1156,name931,Drama
1161,name932,Drama|War
1162,name933,Comedy|Drama
1167,name934,Comedy
1168,name935,Action|Adventure|Horror
1169,name936,Documentary
1170,name937,Action
1171,name938,Comedy
1172,name939,Drama
1173,name940,Comedy|Drama
1175,name941,Comedy|Drama|Romance
1176,name942,Drama|Fantasy|Romance
1177,name943,Drama|Romance
1178,name944,Drama|War
1179,name945,Crime|Drama|Film-Noir
1180,name946,Comedy
1183,name947,Drama|Romance|War
1184,name948,Comedy|Drama
1185,name949,Drama
1186,name950,Drama
1187,name951,Drama
1188,name952,Comedy|Romance
1189,name953,Documentary
1190,name954,Crime|Drama|Romance
1191,name955,Documentary|Musical
1192,name956,Documentary
1193,name957,Drama
1194,name958,Comedy
1196,name959,Action|Adventure|Sci-Fi
1197,name960,Action|Adventure|Comedy|Fantasy|Romance
1198,name961,Action|Adventure
